City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,el jadid,33.2549,-8.506,13.99,55,35,4.97,MA,1707364558
358,opuwo,-18.0607,13.84,20.86,69,98,0.55,NA,1707364558
359,chibougamau,49.9168,-74.3659,-2.21,93,100,2.06,CA,1707364554
360,hailin,44.5833,129.4167,-9.62,78,15,1.74,CN,1707364558
361,salalah,17.0151,54.0924,23.05,28,0,7.72,OM,1707364558
362,babruysk,53.15,29.2333,-4.78,75,45,3.39,BY,1707364496
363,cururupu,-1.8283,-44.8683,24.04,98,25,1.46,BR,1707364558
364,remire-montjoly,4.9167,-52.2667,28.02,78,100,5.14,GF,1707364558
365,kapa'a,22.0752,-159.319,26.99,73,100,6.69,US,1707364558
366,capao bonito,-24.0058,-48.3494,18.75,97,34,1.18,BR,1707364559
367,dubreka,9.7911,-13.5233,28.04,84,38,1.87,GN,1707364559
368,koumra,8.9126,17.5539,21.88,23,9,2.35,TD,1707364559
369,xo'jaobod,40.666,72.5682,6.43,45,98,1.15,UZ,1707364559
370,gulnar,36.3415,33.3992,7.13,79,81,1.38,TR,1707364559
371,yelizovo,53.1873,158.3805,-4.92,45,75,2.0,RU,1707364559
372,harstad,68.799,16.5293,-3.8,91,53,6.26,NO,1707364559
373,san salvador de jujuy,-24.1946,-65.2971,21.74,83,100,2.25,AR,1707364559
374,micheweni,-4.9667,39.8333,28.0,76,44,4.19,TZ,1707364559
375,masasi,-10.7167,38.8,22.2,98,62,2.09,TZ,1707364560
376,charters towers,-20.1,146.2667,34.94,31,31,5.54,AU,1707364560
377,leava,-14.3,-178.1667,29.3,81,98,8.55,WF,1707364560
378,isangel,-19.55,169.2667,30.06,79,40,4.12,VU,1707364560
379,dalhart,36.0595,-102.5133,6.01,52,0,5.66,US,1707364560
380,levuka,50.1834,-105.4011,-3.1,98,100,4.27,CA,1707364560
381,tirumullaivasal,11.2333,79.8333,26.77,70,58,2.46,IN,1707364560
382,boa vista,2.8197,-60.6733,27.99,65,20,2.57,BR,1707364561
383,gwadar,25.1216,62.3254,22.05,47,55,1.08,PK,1707364561
384,kingston,17.997,-76.7936,23.53,64,20,6.69,JM,1707364092
385,poltavka,54.3663,71.7632,-5.29,86,84,10.1,RU,1707364561
386,margate,51.3813,1.3862,6.06,83,100,1.79,GB,1707364561
387,nanpara,27.8667,81.5,13.66,44,2,4.81,IN,1707364562
388,akhisar,38.9185,27.8401,10.06,87,100,1.87,TR,1707364562
389,kovalam,8.3667,76.9967,29.05,65,20,1.03,IN,1707364562
390,dryden,49.7833,-92.7503,2.16,93,100,4.12,CA,1707364562
391,zherdevka,51.8486,41.4606,-0.56,83,91,10.15,RU,1707364562
392,barcelos,41.5388,-8.6151,16.08,81,100,8.54,PT,1707364563
393,namibe,-15.1961,12.1522,25.18,77,99,3.82,AO,1707364563
394,pudozh,61.8099,36.5345,-27.25,99,71,1.79,RU,1707364563
395,minas de marcona,-15.2119,-75.1103,19.54,93,100,3.36,PE,1707364563
396,norfolk,42.1668,-71.2495,0.33,86,0,0.0,US,1707364564
397,olinda,-8.0089,-34.8553,28.85,79,40,4.12,BR,1707364564
398,cidade velha,14.9167,-23.6167,23.26,46,0,6.69,CV,1707364564
399,timmins,48.4669,-81.3331,-0.1,100,100,1.03,CA,1707364321
400,polyarnyye zori,67.3661,32.4981,-23.34,100,91,0.66,RU,1707364564
401,arecibo,18.4724,-66.7157,22.38,94,100,3.22,PR,1707364564
402,cortez,37.3489,-108.5859,1.42,67,100,7.2,US,1707364564
403,mahibadhoo,3.7833,72.9667,27.61,71,69,7.82,MV,1707364564
404,mirny,62.5353,113.9611,-25.2,95,36,1.21,RU,1707364327
405,westport,41.1415,-73.3579,3.3,73,40,0.0,US,1707364313
406,namdrik,5.5994,168.1028,27.94,74,81,9.69,MH,1707364565
407,sereflikochisar,38.9393,33.5386,6.68,84,94,5.94,TR,1707364565
408,acarau,-2.8856,-40.12,27.21,81,19,5.9,BR,1707364565
409,brokopondo,4.75,-55.1667,25.23,77,22,5.12,SR,1707364565
410,broken hill,-31.95,141.4333,30.9,23,34,6.67,AU,1707364566
411,nchelenge,-9.3451,28.734,19.35,91,87,1.67,ZM,1707364566
412,gotsucho,35.0,132.2167,7.18,61,77,3.56,JP,1707364406
413,kearney,40.6995,-99.0815,9.95,81,20,13.38,US,1707364566
414,vernon,50.2581,-119.2691,3.2,91,100,0.51,CA,1707364567
415,zvishavane,-20.3267,30.0665,22.23,57,6,1.05,ZW,1707364567
416,les cayes,18.2,-73.75,20.02,66,0,3.36,HT,1707364567
417,catalao,-18.1658,-47.9464,20.75,87,100,0.59,BR,1707364567
418,hawera,-39.5917,174.2833,23.46,74,100,6.14,NZ,1707364567
419,inhambane,-23.865,35.3833,22.99,94,20,0.0,MZ,1707364567
420,kili,5.6439,169.1211,28.03,74,64,9.26,MH,1707364567
421,akdepe,42.0551,59.3788,1.05,79,95,2.6,TM,1707364567
422,hovd,48.0056,91.6419,-17.3,84,25,1.33,MN,1707364568
423,malango,-2.9627,119.9001,28.05,58,99,1.11,ID,1707364568
424,eruh,37.7517,42.1811,4.46,84,100,0.44,TR,1707364568
425,bandarbeyla,9.4942,50.8122,24.65,73,83,5.96,SO,1707364562
426,fort st. john,56.2499,-120.8529,-8.06,86,100,1.03,CA,1707364552
427,pacocha,-17.5833,-71.3333,23.67,86,17,1.44,PE,1707364568
428,torrington,41.8007,-73.1212,1.68,74,19,0.89,US,1707364568
429,touggourt,33.1053,6.058,9.06,46,0,1.54,DZ,1707364568
430,rovaniemi,66.5,25.7167,-21.33,84,100,3.09,FI,1707364568
431,west end,26.6833,-78.9667,18.99,59,83,8.24,BS,1707364569
432,naivasha,-0.7167,36.4359,12.32,85,26,1.28,KE,1707364569
433,baturaja,-4.1333,104.1667,30.79,64,72,1.54,ID,1707364569
434,bandiagara,14.3501,-3.6104,20.0,12,14,4.08,ML,1707364569
435,nandgaon,20.3167,74.65,22.67,38,65,4.53,IN,1707364569
436,waddan,29.1614,16.139,11.78,37,0,2.27,LY,1707364569
437,young,-32.6833,-57.6333,26.97,44,3,3.47,UY,1707364569
438,wenchang,30.904,118.4887,4.89,69,45,0.93,CN,1707364570
439,corumba,-19.0092,-57.6533,23.98,82,12,1.14,BR,1707364570
440,qina,26.1642,32.7267,13.5,41,0,2.01,EG,1707364354
441,tutoia,-2.7619,-42.2744,27.85,81,77,6.0,BR,1707364570
442,fale old settlement,-9.3852,-171.2468,28.14,81,97,7.68,TK,1707364570
443,suva,-18.1416,178.4415,30.71,62,40,2.57,FJ,1707364571
444,holualoa,19.6228,-155.9522,23.91,78,40,2.57,US,1707364393
445,whitefish,48.4111,-114.3376,0.11,92,100,3.09,US,1707364571
446,berdigestyakh,62.0989,126.6992,-29.17,94,98,2.28,RU,1707364571
447,sola,-13.8833,167.55,33.37,62,75,2.57,VU,1707364571
448,erenhot,43.6475,111.9767,-11.76,80,27,2.31,CN,1707364571
449,cheria,35.2731,7.7519,1.12,59,0,2.49,DZ,1707364571
450,chinchilla,-26.75,150.6333,31.68,51,58,4.47,AU,1707364571
451,rodino,52.5,80.25,-4.68,89,56,5.3,RU,1707364572
452,mombetsu,44.3525,143.3525,-2.99,63,75,2.57,JP,1707364572
453,bayganin,48.6947,55.8742,0.71,98,99,9.58,KZ,1707364572
454,suoyarvi,62.0833,32.35,-23.63,99,69,2.52,RU,1707364572
455,wad medani,14.4012,33.5199,19.51,22,99,3.86,SD,1707364572
456,kolonia,50.9333,6.95,4.97,91,75,1.03,DE,1707364292
457,port blair,11.6667,92.75,28.02,74,27,2.57,IN,1707364572
458,morden,49.1919,-98.1014,1.79,100,100,2.06,CA,1707364573
459,launceston,-41.45,147.1667,24.8,38,0,7.2,AU,1707364573
460,ta`u,-14.2336,-169.5144,28.08,83,100,9.1,AS,1707364523
461,new norfolk,-42.7826,147.0587,24.28,26,1,0.38,AU,1707364573
462,niquelandia,-14.4739,-48.4597,22.18,91,85,0.65,BR,1707364573
463,ponta delgada,37.7333,-25.6667,18.44,82,75,12.35,PT,1707364573
464,salym,60.0625,71.4789,-4.91,96,100,2.95,RU,1707364573
465,nemuro,43.3236,145.575,-2.48,74,67,4.39,JP,1707364476
466,thames,-37.1333,175.5333,27.87,41,0,2.76,NZ,1707364573
467,bilmak,47.3624,36.6511,4.56,82,75,5.21,UA,1707364574
468,kirakira,-10.4544,161.9205,29.98,75,100,7.9,SB,1707364557
469,lewistown,40.5992,-77.5714,0.34,93,0,0.0,US,1707364574
470,gazojak,41.1875,61.4036,6.45,58,100,3.2,TM,1707364574
471,katima mulilo,-17.5,24.2667,18.51,93,11,1.45,NA,1707364574
472,pandan,14.0453,124.1694,28.34,66,4,1.71,PH,1707364574
473,nguigmi,14.2495,13.1092,15.48,30,9,5.69,NE,1707364575
474,kruisfontein,-34.0033,24.7314,18.27,80,8,4.03,ZA,1707364575
475,yarmouth,41.7057,-70.2286,1.09,84,0,4.47,US,1707364575
476,kyren,51.6828,102.1408,-9.47,72,19,0.45,RU,1707364575
477,changyon,38.2508,125.0961,2.33,44,16,4.71,KP,1707364576
478,port sudan,19.6175,37.2164,20.13,63,7,3.71,SD,1707364576
479,tumpat,6.1978,102.171,30.01,70,20,2.06,MY,1707364576
480,matai,-8.3,31.5167,13.71,90,42,0.94,TZ,1707364576
481,cuyo,10.8525,121.0086,26.44,81,5,5.65,PH,1707364576
482,severo-yeniseyskiy,60.3725,93.0408,-8.46,97,98,0.71,RU,1707364576
483,barra do bugres,-15.0725,-57.1811,26.25,69,98,1.12,BR,1707364576
484,acucena,-19.0731,-42.5464,21.29,99,100,1.05,BR,1707364576
485,madinat ash shamal,26.1293,51.2009,18.36,58,0,7.41,QA,1707364577
486,santa vitoria do palmar,-33.5189,-53.3681,20.97,93,46,3.25,BR,1707364577
487,bima,-8.4667,118.7167,32.4,58,39,1.26,ID,1707364578
488,jiuquan,39.7432,98.5174,-0.86,37,80,1.38,CN,1707364578
489,christchurch,-43.5333,172.6333,21.62,63,100,5.14,NZ,1707364578
490,santa cruz,-17.8,-63.1667,25.7,89,20,4.12,BO,1707364578
491,sitka,57.0531,-135.33,1.94,75,40,2.06,US,1707364578
492,west plains,36.7281,-91.8524,10.53,70,0,1.54,US,1707364578
493,gay,51.4666,58.4552,-10.71,94,93,4.34,RU,1707364578
494,cronulla,-34.05,151.15,25.47,59,75,7.2,AU,1707364579
495,kapuskasing,49.4169,-82.4331,1.0,93,100,1.54,CA,1707364579
496,belyy yar,53.6039,91.3903,-21.06,77,93,0.0,RU,1707364579
497,pirot,43.1531,22.5861,8.88,73,99,1.3,RS,1707364579
498,bakanas,44.8081,76.2772,0.39,100,100,6.23,KZ,1707364579
499,ordubad,38.9059,46.0234,4.1,78,5,2.72,AZ,1707364579
500,stryszawa,49.7133,19.5219,3.32,66,100,0.47,PL,1707364579
501,al bardiyah,31.7561,25.0865,14.41,56,90,4.46,LY,1707364579
502,besisahar,28.2313,84.3761,17.94,19,0,2.89,NP,1707364580
503,ancud,-41.8697,-73.8203,10.16,85,83,3.13,CL,1707364580
504,acajutla,13.5928,-89.8275,23.69,51,36,3.32,SV,1707364580
505,ad dabbah,18.05,30.95,13.4,25,8,3.71,SD,1707364580
506,kone,-21.0595,164.8658,24.98,87,100,2.3,NC,1707364580
507,tuy hoa,13.0833,109.3,27.17,70,20,2.82,VN,1707364581
508,baddomalhi,31.9928,74.6683,7.99,38,0,2.93,PK,1707364581
509,ola,59.5833,151.2833,-17.5,82,13,1.87,RU,1707364581
510,zheshart,62.0731,49.5733,-8.61,95,100,3.32,RU,1707364581
511,mitu,1.1983,-70.1733,24.21,88,79,0.39,CO,1707364582
512,mozarlandia,-14.7447,-50.5706,24.68,82,100,1.44,BR,1707364582
513,magog,45.2668,-72.1491,-0.61,80,84,0.51,CA,1707364397
514,cafayate,-26.073,-65.9761,20.64,72,100,0.83,AR,1707364582
515,tadine,-21.55,167.8833,27.01,64,100,6.62,NC,1707364582
516,port moresby,-9.4431,147.1797,27.68,78,75,7.72,PG,1707364324
517,walvis bay,-22.9575,14.5053,19.53,82,100,0.0,NA,1707364582
518,ufa,54.775,56.0375,-9.35,95,100,4.47,RU,1707364305
519,maumere,-8.6199,122.2111,28.55,71,97,0.86,ID,1707364583
520,mejit,10.2753,170.8646,26.72,81,82,8.4,MH,1707364506
521,mszczonow,51.9742,20.5208,1.14,84,100,3.51,PL,1707364583
522,inarajan village,13.2736,144.7484,31.54,70,85,6.42,GU,1707364583
523,ariguani,10.25,-74.0,23.22,79,59,1.11,CO,1707364583
524,magistral'nyy,56.1725,107.4458,-7.57,97,100,1.2,RU,1707364583
525,astorga,-23.2325,-51.6656,21.13,85,62,1.45,BR,1707364583
526,fort wellington,6.4,-57.6,26.13,81,1,5.65,GY,1707364584
527,sarupathar,26.1984,93.8094,16.12,68,5,0.22,IN,1707364584
528,fallon,39.4735,-118.7774,3.93,75,100,4.12,US,1707364380
529,"laikit, laikit ii (dimembe)",1.4792,124.9735,29.47,70,40,2.57,ID,1707364584
530,pokhara,28.2333,83.9833,17.38,26,3,2.17,NP,1707364584
531,majene,-3.5403,118.9707,30.18,64,54,2.81,ID,1707364585
532,shalqar,47.8333,59.6,-3.51,88,57,7.93,KZ,1707364585
533,msowero,-6.5333,37.2,21.37,96,29,0.69,TZ,1707364585
534,dayr hafir,36.1569,37.7078,8.97,91,10,0.23,SY,1707364585
535,kahriz,34.3838,47.0553,-3.96,93,20,0.0,IR,1707364585
536,slave lake,55.2834,-114.769,-5.01,86,100,1.54,CA,1707364585
537,playa del ingles,27.7567,-15.5787,18.0,75,41,2.0,ES,1707364586
538,plettenberg bay,-34.0527,23.3716,18.76,80,64,2.54,ZA,1707364586
539,seeb,23.6703,58.1891,18.05,59,40,2.06,OM,1707364586
540,nanga eboko,4.6833,12.3667,17.73,47,61,0.57,CM,1707364586
541,jijiga,9.35,42.8,17.29,65,12,1.1,ET,1707364587
542,juneau,58.3019,-134.4197,-3.28,95,20,0.0,US,1707364464
543,kigoma,-4.8769,29.6267,22.47,83,3,1.55,TZ,1707364587
544,bac lieu,9.285,105.7244,29.25,60,16,4.32,VN,1707364587
545,polyarnyy,69.1989,33.4478,-22.91,100,88,3.67,RU,1707364587
546,hammerfest,70.6634,23.6821,-11.75,72,100,3.09,NO,1707364587
547,cedeira,43.6797,-8.0209,17.13,52,100,13.32,ES,1707364587
548,grand-popo,6.2804,1.8225,24.93,66,30,0.81,BJ,1707364587
549,justo daract,-33.8594,-65.1828,29.04,39,12,3.96,AR,1707364587
550,berlin,52.5244,13.4105,3.42,77,40,2.68,DE,1707364238
551,la sarre,48.8002,-79.1996,0.44,94,100,2.47,CA,1707364588
552,darab,28.7519,54.5444,7.9,33,0,0.51,IR,1707364588
553,kununurra,-15.7667,128.7333,32.99,55,100,7.2,AU,1707364588
554,deschutes river woods,43.9915,-121.3584,1.67,88,40,2.57,US,1707364313
555,schuyler,42.4167,-76.883,4.06,78,68,0.45,US,1707364589
556,papao,-17.75,-149.55,27.82,91,100,16.75,PF,1707364589
557,tierra blanca,14.5833,-88.5833,13.12,95,1,0.6,HN,1707364589
558,mongu,-15.2484,23.1274,18.69,93,77,2.24,ZM,1707364589
559,suntar,62.1444,117.6319,-27.22,97,97,1.03,RU,1707364589
560,kimbe,-5.5502,150.1429,25.6,95,100,3.99,PG,1707364513
561,road town,18.4167,-64.6167,25.05,88,20,0.0,VG,1707364589
562,znamensk,48.5842,45.7338,5.01,81,96,9.6,RU,1707364590
563,poninka,50.1849,27.5363,1.56,82,100,5.29,UA,1707364590
564,vetlanda,57.4289,15.0776,-5.09,94,100,1.34,SE,1707364590
565,brookings,44.3114,-96.7984,9.0,83,75,7.72,US,1707364590
566,zabljak,43.1542,19.1232,1.12,92,92,2.23,ME,1707364590
567,leh,34.1667,77.5833,-19.36,69,8,1.24,IN,1707364590
568,villa aldama,19.6167,-97.2167,11.43,41,0,3.4,MX,1707364590
569,mundemba,4.9479,8.8724,22.57,79,13,1.08,CM,1707364591
